MAC Address,Timestamp,S1 Signal Strength,Distance to S1,S2 Signal Strength,Distance to S2,Year,Month,Day,Day of the Week,Hour,Minute,X,Y,Device,Area
14:5a:fc:35:51:f9,28074068,-67.14285714285714,1.823259767859598,-63.166666666666664,1.0314235822093534,2023,05,18,Thursday,22,08,-1.0,-1.0,Phone,Zona Estudo
14:5a:fc:35:51:f9,28074092,-67.6,1.7225245288463924,-64.33333333333333,1.1754011370855086,2023,05,18,Thursday,22,32,-1.0,-1.0,Phone,Zona Estudo
14:5a:fc:35:51:f9,28074107,-70.71428571428571,2.5993888069738906,-62.0,0.8974046230252938,2023,05,18,Thursday,22,47,-1.0,-1.0,Phone,Zona Estudo
14:5a:fc:35:51:f9,28074124,-67.16666666666667,1.8012387572806468,-70.28571428571429,2.5453188070348745,2023,05,18,Thursday,23,04,-1.0,-1.0,Phone,Zona Estudo
14:5a:fc:35:51:f9,28074126,-72.57142857142857,3.1717236563653235,-64.57142857142857,1.3322462003617144,2023,05,18,Thursday,23,06,-1.0,-1.0,Phone,Zona Estudo
14:5a:fc:35:51:f9,28074128,-69.57142857142857,2.3759168048227184,-65.16666666666667,1.2873116298216623,2023,05,18,Thursday,23,08,-1.0,-1.0,Phone,Zona Estudo
14:5a:fc:35:51:f9,28074130,-70.2,2.5907027593978276,-63.0,1.1533089454817926,2023,05,18,Thursday,23,10,-1.0,-1.0,Phone,Zona Estudo
14:5a:fc:35:51:f9,28074144,-72.71428571428571,3.669295520287616,-61.5,0.8482740638615854,2023,05,18,Thursday,23,24,-1.0,-1.0,Phone,Zona Estudo
14:f6:d8:6c:9b:cf,28075038,-81.73913043478261,9.343113405839148,-95.0,39.81071705534973,2023,05,19,Friday,14,18,-1.0,-1.0,Phone,Zona Estudo
14:f6:d8:6c:9b:cf,28075041,-82.5,9.972990963011101,-95.0,39.81071705534973,2023,05,19,Friday,14,21,-1.0,-1.0,Phone,Zona Estudo
14:f6:d8:6c:9b:cf,28075044,-80.52380952380952,7.890674468140996,-95.0,39.81071705534973,2023,05,19,Friday,14,24,-1.0,-1.0,Phone,Zona Estudo
14:f6:d8:6c:9b:cf,28075064,-80.9090909090909,8.427092857531141,-99.0,63.09573444801933,2023,05,19,Friday,14,44,-1.0,-1.0,Phone,Zona Estudo
14:f6:d8:6c:9b:cf,28075065,-80.95652173913044,8.546513642909302,-96.0,44.6683592150963,2023,05,19,Friday,14,45,-1.0,-1.0,Phone,Zona Estudo
14:f6:d8:6c:9b:cf,28075332,-96.0,44.6683592150963,-77.0,5.081081762607066,2023,05,19,Friday,19,12,-1.0,-1.0,Phone,Zona Estudo
16:00:c0:6d:69:11,28075268,-87.5,17.03899929795817,-93.5,33.99727318399713,2023,05,19,Friday,18,08,-1.0,-1.0,Phone,Zona Estudo
16:00:de:fa:ef:1b,28076185,-88.33333333333333,18.821736660533247,-87.0,15.848931924611133,2023,05,20,Saturday,09,25,10.441820485468975,15.659698460305732,Phone,Zona Estudo
16:06:e5:50:19:e3,28075246,-78.0,5.623413251903491,-79.0,6.351435547872435,2023,05,19,Friday,17,46,-1.0,-1.0,Phone,Zona Estudo
16:14:07:bc:dd:c4,28074134,-79.0,6.309573444801933,-93.0,31.622776601683796,2023,05,18,Thursday,23,14,-1.0,-1.0,Phone,Zona Estudo
16:24:ef:8e:f4:a8,28076303,-89.0,19.9526231496888,-87.0,16.270938633815238,2023,05,20,Saturday,11,23,12.33523290800727,15.68276760201183,Phone,Zona Estudo
16:26:45:53:07:e8,28075105,-82.5,9.456254690668727,-78.66666666666667,6.219989662254267,2023,05,19,Friday,15,25,7.170780086015272,6.164468000793022,Phone,Zona Estudo
16:2d:d3:71:84:72,28075483,-93.0,31.622776601683796,-95.0,39.81071705534973,2023,05,19,Friday,21,43,-1.0,-1.0,Phone,Zona Estudo
16:35:b2:17:77:ee,28075114,-76.5,5.130673667137609,-72.33333333333333,2.9879953085811213,2023,05,19,Friday,15,34,-1.0,-1.0,Phone,Zona Estudo
16:38:e6:32:d4:76,28075348,-92.0,28.183829312644534,-79.0,6.309573444801933,2023,05,19,Friday,19,28,-1.0,-1.0,Phone,Zona Estudo
16:3e:03:a3:78:c7,28075489,-93.0,31.83258411800104,-93.0,31.622776601683796,2023,05,19,Friday,21,49,4.83208822685088,31.463698685906927,Phone,Cabines de Estudo
16:44:ee:41:61:94,28075162,-75.0,4.007484906922693,-71.0,2.51188643150958,2023,05,19,Friday,16,22,-1.0,-1.0,Phone,Zona Estudo
16:45:18:11:47:79,28073997,-90.0,22.3872113856834,-97.0,50.11872336272722,2023,05,18,Thursday,20,57,-1.0,-1.0,Phone,Zona Estudo
16:45:b2:4c:57:9c,28076340,-69.0,1.9952623149688795,-94.0,35.48133892335755,2023,05,20,Saturday,12,00,-1.0,-1.0,Phone,Zona Estudo
16:46:67:56:ff:26,28075355,-86.0,14.501489321704433,-89.0,20.483898119853464,2023,05,19,Friday,19,35,-9.081055602314287,11.306087815649763,Phone,Cabines de Estudo
16:48:3c:8d:3d:8d,28075264,-87.5,17.03899929795817,-85.85714285714286,14.040167099479776,2023,05,19,Friday,18,04,9.825075305906546,13.921041351460904,Phone,Zona Estudo
16:4d:cc:ef:cd:5e,28075105,-87.0,15.848931924611133,-82.0,8.971641173621407,2023,05,19,Friday,15,25,14.66864361267119,6.00162792210569,Phone,Zona Estudo
16:55:45:21:61:28,28075119,-76.33333333333333,4.648514726430662,-74.75,3.9110208488808498,2023,05,19,Friday,15,39,-1.0,-1.0,Phone,Zona Estudo
16:56:11:3f:da:e2,28074004,-91.0,25.118864315095795,-92.0,28.183829312644534,2023,05,18,Thursday,21,04,-6.21068064025567,24.33895623203564,Phone,Zona Estudo
16:58:27:c9:36:5e,28076284,-74.0,3.548133892335755,-82.0,8.912509381337454,2023,05,20,Saturday,11,04,-0.17772308465540812,3.5436800960473622,Phone,Zona Estudo
16:76:a9:11:23:ab,28075234,-75.33333333333333,4.213661972650244,-92.0,28.370820458389794,2023,05,19,Friday,17,34,-1.0,-1.0,Phone,Zona Estudo
16:77:1d:7c:3d:e1,28076378,-84.0,11.220184543019636,-75.0,3.981071705534972,2023,05,20,Saturday,12,38,10.877725578425352,2.750932100195788,Phone,Zona Estudo
16:85:10:e1:d1:a2,28074013,-93.0,31.622776601683796,-95.0,39.81071705534973,2023,05,18,Thursday,21,13,-1.0,-1.0,Phone,Zona Estudo
16:87:ca:f9:f5:fd,28075418,-93.5,33.552057762520676,-87.5,17.48823275181254,2023,05,19,Friday,20,38,-1.0,-1.0,Phone,Zona Estudo
16:88:d8:45:8e:02,28076295,-91.0,25.118864315095795,-90.0,22.535743732392298,2023,05,20,Saturday,11,15,11.693599931758484,22.23099334524148,Phone,Zona Estudo
16:8f:9d:05:8c:1e,28074163,-80.5,7.511370095542097,-91.5,26.651346813870163,2023,05,18,Thursday,23,43,-1.0,-1.0,Phone,Zona Estudo
16:93:2e:e9:46:f5,28075179,-73.0,3.1622776601683795,-72.5,2.990330295716417,2023,05,19,Friday,16,39,-1.0,-1.0,Phone,Zona Estudo
16:95:78:3d:1d:8c,28075274,-83.0,10.0,-87.5,16.81586301250018,2023,05,19,Friday,18,14,-7.423328053448218,6.700313471091386,Phone,Cabines de Estudo
16:97:4e:fc:20:b4,28075043,-88.0,17.78279410038923,-94.0,35.71674682851676,2023,05,19,Friday,14,23,-1.0,-1.0,Phone,Zona Estudo
16:98:6a:7c:af:42,28075138,-74.0,3.548133892335755,-95.0,39.81071705534973,2023,05,19,Friday,15,58,-1.0,-1.0,Phone,Zona Estudo
16:98:76:30:30:ef,28074131,-86.5,15.186024109165452,-86.0,14.501489321704433,2023,05,18,Thursday,23,11,5.270133481040426,14.242226698665172,Phone,Dicionarios e Enciclopedias
16:99:71:a2:22:b3,28075130,-73.4,3.3428210705470773,-76.2,4.777087489582585,2023,05,19,Friday,15,50,-1.0,-1.0,Phone,Zona Estudo
16:9b:9e:8d:c3:5b,28075302,-85.0,12.589254117941676,-94.5,37.64602798935364,2023,05,19,Friday,18,42,-1.0,-1.0,Phone,Zona Estudo
16:a4:28:74:0c:2a,28075495,-90.0,22.3872113856834,-76.5,4.739354128891177,2023,05,19,Friday,21,55,-1.0,-1.0,Phone,Zona Estudo
16:aa:eb:b5:c0:7b,28075247,-84.0,11.220184543019636,-92.5,30.300101619226673,2023,05,19,Friday,17,47,-1.0,-1.0,Phone,Zona Estudo
16:ae:f6:a2:4f:a1,28075494,-86.0,14.12537544622754,-96.0,44.6683592150963,2023,05,19,Friday,21,54,-1.0,-1.0,Phone,Zona Estudo
16:b4:61:d1:41:89,28074056,-88.0,17.78279410038923,-75.0,4.007484906922693,2023,05,18,Thursday,21,56,-1.0,-1.0,Phone,Zona Estudo
16:b4:61:d1:41:89,28074086,-91.0,25.118864315095795,-80.8,7.855119196625789,2023,05,18,Thursday,22,26,-1.0,-1.0,Phone,Zona Estudo
16:b5:5a:1b:c2:d7,28075615,-86.0,14.12537544622754,-94.0,35.48133892335755,2023,05,19,Friday,23,55,-1.0,-1.0,Phone,Zona Estudo
16:bf:39:f9:18:12,28076317,-75.5,4.280003114304239,-93.0,31.622776601683796,2023,05,20,Saturday,11,37,-1.0,-1.0,Phone,Zona Estudo
16:cc:c2:dd:03:0b,28074129,-75.0,3.981071705534972,-89.0,19.9526231496888,2023,05,18,Thursday,23,09,-1.0,-1.0,Phone,Zona Estudo
16:d0:c0:34:b2:c8,28075182,-80.0,7.126427896022374,-91.0,26.63206651187339,2023,05,19,Friday,16,42,-1.0,-1.0,Phone,Zona Estudo
16:d6:39:7c:1b:0e,28075229,-75.5,4.223953813522302,-86.5,14.987153685419337,2023,05,19,Friday,17,29,-1.0,-1.0,Phone,Zona Estudo
16:e7:a1:9f:3e:fa,28076408,-65.0,1.2589254117941673,-88.0,18.25629341595547,2023,05,20,Saturday,13,08,-1.0,-1.0,Phone,Zona Estudo
16:e9:be:97:f8:e9,28075216,-86.0,14.12537544622754,-92.0,28.183829312644534,2023,05,19,Friday,17,16,-1.0,-1.0,Phone,Zona Estudo
16:f7:11:17:e4:d3,28075267,-83.0,10.0,-90.0,22.3872113856834,2023,05,19,Friday,18,07,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075158,-83.6,10.973077383825565,-78.42857142857143,6.208832243845953,2023,05,19,Friday,16,18,9.116176839950183,6.107679354237581,Phone,Historia Biografias e Literatura
18:01:f1:74:ce:ac,28075160,-90.0,22.3872113856834,-74.25,3.703606112661203,2023,05,19,Friday,16,20,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075161,-88.0,17.78279410038923,-73.33333333333333,3.3048835719786545,2023,05,19,Friday,16,21,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075162,-83.0,10.0,-75.92857142857143,4.526247274683757,2023,05,19,Friday,16,22,8.969567850526115,4.421182259849543,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075163,-85.0,13.347651740863341,-77.4,5.4373189073975805,2023,05,19,Friday,16,23,13.287210630914311,1.268794957859582,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075165,-77.0,5.011872336272722,-79.5,6.7833477995731535,2023,05,19,Friday,16,25,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075167,-78.2,5.911262414116587,-80.85714285714286,8.859122460038803,2023,05,19,Friday,16,27,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075168,-82.0,9.701021652031667,-82.25,9.515573613251515,2023,05,19,Friday,16,28,4.22272999399867,8.733749051293563,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075178,-81.0,7.995983612589416,-79.33333333333333,6.6782041757856385,2023,05,19,Friday,16,38,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075181,-81.0,7.943282347242816,-91.66666666666667,27.872597128563626,2023,05,19,Friday,16,41,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075186,-82.5,9.581733445131226,-79.0,6.56474597509294,2023,05,19,Friday,16,46,7.0446078810029595,6.494853009611327,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075191,-81.0,7.943282347242816,-74.0,3.5716746828516754,2023,05,19,Friday,16,51,7.146179650493482,3.468119209440786,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075193,-78.0,5.648286344326049,-76.7,5.061132594658063,2023,05,19,Friday,16,53,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075198,-78.0,5.895686604923168,-75.25,4.282060931305192,2023,05,19,Friday,16,58,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075202,-83.0,10.066346962178546,-71.4,2.6753843410276863,2023,05,19,Friday,17,02,9.885853736921568,1.8976925607576969,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075241,-76.0,4.466835921509632,-76.0,4.644304784729046,2023,05,19,Friday,17,41,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075242,-90.5,24.70278535103651,-77.86666666666666,6.011836926958292,2023,05,19,Friday,17,42,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075243,-82.9090909090909,10.58191404980923,-77.77777777777777,6.200221725969027,2023,05,19,Friday,17,43,8.595884719148229,6.171520951326663,Phone,Historia Biografias e Literatura
18:01:f1:74:ce:ac,28075244,-87.33333333333333,16.77489045600657,-75.21428571428571,4.522731102011195,2023,05,19,Friday,17,44,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075245,-79.25,6.567391673722794,-75.8,4.423938835146617,2023,05,19,Friday,17,45,-1.0,-1.0,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075266,-87.0,15.848931924611133,-82.0,8.912509381337454,2023,05,19,Friday,18,06,14.734738729908115,5.837475285798114,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075267,-81.0,8.044864069158947,-81.57142857142857,9.464357437035432,2023,05,19,Friday,18,07,2.446611012204799,7.663806655063975,Phone,Zona Estudo
18:01:f1:74:ce:ac,28075275,-84.5,12.06268772311377,-72.66666666666667,3.0740993280045714,2023,05,19,Friday,18,15,-1.0,-1.0,Phone,Zona Estudo
18:cc:18:28:54:c9,28073946,-50.75,2.0553369337430407,-89.0,20.085002743036313,2023,05,18,Thursday,20,06,-1.0,-1.0,Phone,Zona Estudo
18:cc:18:28:54:c9,28073961,-60.666666666666664,2.8082156239553826,-96.0,44.6683592150963,2023,05,18,Thursday,20,21,-1.0,-1.0,Phone,Zona Estudo
18:cc:18:28:54:c9,28073969,-46.75,0.9515040260892434,-95.0,39.81071705534973,2023,05,18,Thursday,20,29,-1.0,-1.0,Phone,Zona Estudo
18:cc:18:28:54:c9,28073970,-41.714285714285715,0.10391738648512176,-95.0,39.81071705534973,2023,05,18,Thursday,20,30,-1.0,-1.0,Phone,Zona Estudo
18:cc:18:28:54:c9,28073975,-55.5,1.0684776671272875,-93.0,31.622776601683796,2023,05,18,Thursday,20,35,-1.0,-1.0,Phone,Zona Estudo
1a:03:05:29:78:65,28075169,-73.5,3.3552057762520673,-73.5,3.3552057762520673,2023,05,19,Friday,16,29,-1.0,-1.0,Phone,Zona Estudo
1a:03:88:29:3c:cb,28076304,-73.5,3.3997273183997128,-92.0,28.183829312644534,2023,05,20,Saturday,11,24,-1.0,-1.0,Phone,Zona Estudo
1a:08:7a:55:cb:35,28075200,-79.0,6.309573444801933,-79.0,6.309573444801933,2023,05,19,Friday,17,00,-1.0,-1.0,Phone,Zona Estudo
1a:0b:1c:b0:61:11,28076336,-63.0,1.0,-96.0,44.6683592150963,2023,05,20,Saturday,11,56,-1.0,-1.0,Phone,Zona Estudo
1a:1a:6d:7a:76:59,28075176,-77.0,5.011872336272722,-79.0,6.351435547872435,2023,05,19,Friday,16,36,-1.0,-1.0,Phone,Zona Estudo
1a:1a:e3:cd:ac:79,28075134,-88.0,17.78279410038923,-80.4,7.800762379323833,2023,05,19,Friday,15,54,-1.0,-1.0,Phone,Zona Estudo
1a:1c:3d:0e:69:21,28075253,-90.0,22.3872113856834,-93.5,33.99727318399713,2023,05,19,Friday,17,53,-1.0,-1.0,Phone,Zona Estudo
1a:1d:a8:b9:ca:bb,28075132,-74.0,3.5716746828516754,-92.5,29.903302957164165,2023,05,19,Friday,15,52,-1.0,-1.0,Phone,Zona Estudo
1a:37:75:c2:95:8f,28074067,-78.0,5.723235672418167,-79.75,7.144641983854758,2023,05,18,Thursday,22,07,-1.0,-1.0,Phone,Zona Estudo
1a:37:9c:9a:64:bd,28074091,-92.0,28.183829312644534,-96.0,44.6683592150963,2023,05,18,Thursday,22,31,-1.0,-1.0,Phone,Zona Estudo
1a:42:65:1e:cb:3c,28075286,-74.0,3.548133892335755,-78.0,5.623413251903491,2023,05,19,Friday,18,26,-1.0,-1.0,Phone,Zona Estudo
1a:47:75:4e:9a:02,28075129,-94.0,35.48133892335755,-89.0,19.9526231496888,2023,05,19,Friday,15,49,-1.0,-1.0,Phone,Zona Estudo
1a:52:18:25:36:52,28076328,-83.5,10.610092271509817,-90.5,23.753037850389596,2023,05,20,Saturday,11,48,-1.0,-1.0,Phone,Zona Estudo
1a:54:81:4e:bd:54,28075260,-91.0,25.118864315095795,-87.0,16.270938633815238,2023,05,19,Friday,18,00,-1.0,-1.0,Phone,Zona Estudo
1a:56:8f:22:9e:91,28074113,-73.0,3.1622776601683795,-90.0,22.3872113856834,2023,05,18,Thursday,22,53,-1.0,-1.0,Phone,Zona Estudo
1a:57:5c:97:08:72,28075320,-63.0,1.0,-94.0,35.48133892335755,2023,05,19,Friday,19,00,-1.0,-1.0,Phone,Zona Estudo
1a:5b:46:22:35:49,28075171,-81.0,7.943282347242816,-79.0,6.309573444801933,2023,05,19,Friday,16,31,-1.0,-1.0,Phone,Zona Estudo
1a:5b:61:c3:60:19,28076327,-70.5,2.37530378503896,-94.0,37.61879383891151,2023,05,20,Saturday,11,47,-1.0,-1.0,Phone,Zona Estudo
1a:64:e8:90:b0:9c,28076412,-62.5,0.9581733445131223,-84.0,11.220184543019636,2023,05,20,Saturday,13,12,-1.0,-1.0,Phone,Zona Estudo
1a:69:3f:1c:55:d6,28075307,-89.0,19.9526231496888,-93.5,34.89361176509605,2023,05,19,Friday,18,47,-1.0,-1.0,Phone,Zona Estudo
1a:74:c4:dd:14:df,28075069,-83.5,10.610092271509817,-89.5,21.169917267686102,2023,05,19,Friday,14,49,-1.0,-1.0,Phone,Zona Estudo
1a:78:5d:68:e0:8c,28075555,-90.0,22.3872113856834,-74.5,3.915127633768588,2023,05,19,Friday,22,55,-1.0,-1.0,Phone,Zona Estudo
1a:7a:4f:eb:86:ee,28075242,-85.5,13.357314782084607,-90.5,23.753037850389596,2023,05,19,Friday,17,42,-1.0,-1.0,Phone,Zona Estudo
1a:85:42:16:0b:83,28076347,-81.75,9.696658415460195,-85.75,14.196443185949523,2023,05,20,Saturday,12,07,-2.7196134191111057,9.307464062606195,Phone,Estatistica Socialogia Politica e Direito
1a:85:42:16:0b:83,28076428,-85.0,12.631017056282632,-90.2,22.992954910249438,2023,05,20,Saturday,13,28,-1.0,-1.0,Phone,Zona Estudo
1a:85:42:16:0b:83,28076430,-86.5,15.89000476959796,-88.0,17.78279410038923,2023,05,20,Saturday,13,30,0.016530347570855784,15.88999617134803,Phone,Zona Estudo
1a:85:42:16:0b:83,28076432,-87.33333333333333,16.77489045600657,-90.0,22.3872113856834,2023,05,20,Saturday,13,32,-9.73689273851572,13.659790247645098,Phone,Cabines de Estudo
1a:85:42:16:0b:83,28076434,-86.33333333333333,14.762372655721315,-91.66666666666667,27.732725451018798,2023,05,20,Saturday,13,34,-1.0,-1.0,Phone,Zona Estudo
1a:85:42:16:0b:83,28076436,-84.66666666666667,12.188581510755604,-91.66666666666667,27.16217431346162,2023,05,20,Saturday,13,36,-1.0,-1.0,Phone,Zona Estudo
1a:85:42:16:0b:83,28076459,-82.8,10.010472679013029,-89.25,20.627460005361208,2023,05,20,Saturday,13,59,-1.0,-1.0,Phone,Zona Estudo
1a:8f:4a:a7:8d:95,28075553,-79.0,6.351435547872435,-91.0,25.7876998756863,2023,05,19,Friday,22,53,-1.0,-1.0,Phone,Zona Estudo
1a:8f:8e:6a:e2:b0,28075214,-70.0,2.3735854263147464,-73.5,3.4893611765096058,2023,05,19,Friday,17,14,-1.0,-1.0,Phone,Zona Estudo
1a:95:b9:41:ba:4b,28076343,-76.0,4.466835921509632,-84.0,11.220184543019636,2023,05,20,Saturday,12,03,-2.621244876857997,3.616863066973162,Phone,Zona Estudo
1a:97:77:25:7c:20,28076316,-80.0,7.079457843841379,-89.0,19.9526231496888,2023,05,20,Saturday,11,36,-1.0,-1.0,Phone,Zona Estudo
1a:a8:28:99:c7:09,28074101,-92.0,28.934275154520474,-94.5,37.64602798935364,2023,05,18,Thursday,22,41,-1.0,-1.0,Phone,Zona Estudo
1a:b1:eb:f3:40:f2,28076316,-83.5,10.610092271509817,-90.5,23.753037850389596,2023,05,20,Saturday,11,36,-1.0,-1.0,Phone,Zona Estudo
1a:b4:72:00:61:c5,28075173,-85.0,12.589254117941676,-75.0,3.981071705534972,2023,05,19,Friday,16,33,-1.0,-1.0,Phone,Zona Estudo
1a:b5:dd:0b:5d:6a,28076446,-88.0,17.78279410038923,-88.0,17.78279410038923,2023,05,20,Saturday,13,46,3.999999999999992,17.32708186674369,Phone,Zona Estudo
1a:bd:a7:1f:63:b0,28075125,-78.0,5.623413251903491,-85.0,12.924465962305566,2023,05,19,Friday,15,45,-4.463690238069458,3.420269881200491,Phone,Zona Estudo
1a:c0:8a:b1:e3:44,28075505,-69.14285714285714,2.918130033237498,-90.66666666666667,24.319417361337113,2023,05,19,Friday,22,05,-1.0,-1.0,Phone,Zona Estudo
1a:c1:6a:3e:23:35,28075091,-72.5,3.050113358884036,-69.33333333333333,2.103488153176069,2023,05,19,Friday,15,11,-1.0,-1.0,Phone,Zona Estudo
1a:d0:b6:64:68:eb,28075208,-82.0,8.912509381337454,-90.0,22.3872113856834,2023,05,19,Friday,17,08,-1.0,-1.0,Phone,Zona Estudo
1a:d4:43:91:3e:91,28076287,-86.5,15.186024109165452,-95.0,40.07484906922693,2023,05,20,Saturday,11,07,-1.0,-1.0,Phone,Zona Estudo
1a:d7:1c:d3:43:08,28075104,-77.0,5.011872336272722,-80.5,8.116028439646179,2023,05,19,Friday,15,24,-1.0,-1.0,Phone,Zona Estudo
1a:d7:71:b8:fd:bd,28075090,-71.0,2.5285520349163964,-67.5,1.681586301250018,2023,05,19,Friday,15,10,-1.0,-1.0,Phone,Zona Estudo
1a:e0:a7:97:56:3f,28075180,-79.0,6.309573444801933,-81.5,8.427895864290136,2023,05,19,Friday,16,40,-1.0,-1.0,Phone,Zona Estudo
1a:f5:f3:8e:15:2c,28075260,-87.5,17.03899929795817,-91.5,26.651346813870163,2023,05,19,Friday,18,00,-1.0,-1.0,Phone,Zona Estudo
1a:f8:7a:d3:e8:7d,28075169,-77.0,5.011872336272722,-76.0,4.466835921509632,2023,05,19,Friday,16,29,-1.0,-1.0,Phone,Zona Estudo
1a:fa:24:82:84:d5,28075127,-84.0,11.220184543019636,-94.5,39.15127633768588,2023,05,19,Friday,15,47,-1.0,-1.0,Phone,Zona Estudo
1c:bf:c0:c9:8b:5b,28075134,-78.2,5.8354625982455195,-96.0,44.6683592150963,2023,05,19,Friday,15,54,-1.0,-1.0,Phone,Zona Estudo
1c:cc:d6:16:ec:e7,28075504,-84.0,11.220184543019636,-88.0,17.78279410038923,2023,05,19,Friday,22,04,-7.8959515523388255,7.971605250044363,Phone,Cabines de Estudo
1e:01:12:2d:4b:3c,28073998,-92.0,28.183829312644534,-92.5,29.903302957164165,2023,05,18,Thursday,20,58,-2.2424558139792774,28.09447679965996,Phone,Zona Estudo
1e:01:92:52:13:18,28074053,-72.0,2.83708204583898,-86.0,14.12537544622754,2023,05,18,Thursday,21,53,-1.0,-1.0,Phone,Zona Estudo
1e:0c:07:bf:cf:75,28076480,-65.0,1.2589254117941673,-92.0,28.183829312644534,2023,05,20,Saturday,14,20,-1.0,-1.0,Phone,Zona Estudo
1e:10:97:e2:3b:25,28075032,-84.5,11.904719330480656,-93.0,32.46479068522276,2023,05,19,Friday,14,12,-1.0,-1.0,Phone,Zona Estudo
1e:11:b6:da:a0:55,28074167,-84.0,11.220184543019636,-91.0,25.118864315095795,2023,05,18,Thursday,23,47,-1.0,-1.0,Phone,Zona Estudo
1e:12:22:68:73:13,28076278,-77.0,5.011872336272722,-88.0,17.78279410038923,2023,05,20,Saturday,10,58,-1.0,-1.0,Phone,Zona Estudo
1e:13:ad:49:02:36,28075132,-74.5,3.764602798935363,-90.5,24.06822623116667,2023,05,19,Friday,15,52,-1.0,-1.0,Phone,Zona Estudo
1e:21:25:61:f9:e3,28076405,-65.0,1.2589254117941673,-89.5,21.169917267686102,2023,05,20,Saturday,13,05,-1.0,-1.0,Phone,Zona Estudo
1e:22:65:b3:0d:5d,28075038,-75.66666666666667,4.304914516184745,-76.6,4.793857770367486,2023,05,19,Friday,14,18,-1.0,-1.0,Phone,Zona Estudo
1e:26:ef:ce:54:a5,28074061,-83.66666666666667,11.264695802670198,-89.8,23.40620920911376,2023,05,18,Thursday,22,01,-1.0,-1.0,Phone,Zona Estudo
1e:33:5f:26:a2:e8,28075255,-80.0,7.126427896022374,-87.0,15.954084773308384,2023,05,19,Friday,17,55,-1.0,-1.0,Phone,Zona Estudo
1e:33:79:8a:3d:34,28075497,-85.0,12.589254117941676,-69.0,1.9952623149688795,2023,05,19,Friday,21,57,-1.0,-1.0,Phone,Zona Estudo
1e:33:ab:89:34:a1,28073979,-71.0,2.51188643150958,-93.0,31.83258411800104,2023,05,18,Thursday,20,39,-1.0,-1.0,Phone,Zona Estudo
1e:3c:16:0e:a7:4e,28075538,-91.0,25.118864315095795,-95.0,39.81071705534973,2023,05,19,Friday,22,38,-1.0,-1.0,Phone,Zona Estudo
1e:3f:7d:a7:a5:cd,28075222,-65.0,1.5358474194736902,-89.0,20.085002743036313,2023,05,19,Friday,17,22,-1.0,-1.0,Phone,Zona Estudo
1e:41:c2:1f:17:e1,28076394,-91.0,25.118864315095795,-92.5,30.300101619226673,2023,05,20,Saturday,12,54,-13.946175853454408,20.891661579317194,Phone,Zona Estudo
1e:4d:d8:f6:f3:02,28075267,-86.0,14.12537544622754,-88.0,17.78279410038923,2023,05,19,Friday,18,07,-3.293845907496871,13.735967772041182,Phone,Estatistica Socialogia Politica e Direito
1e:50:6a:d1:59:eb,28076366,-84.25,12.405333777867964,-92.0,28.183829312644534,2023,05,20,Saturday,12,26,-1.0,-1.0,Phone,Zona Estudo
1e:53:49:4b:3e:2f,28075033,-74.0,3.548133892335755,-76.0,4.466835921509632,2023,05,19,Friday,14,13,-1.0,-1.0,Phone,Zona Estudo
1e:53:6c:2c:97:a9,28076359,-53.8,1.8091379812246564,-94.0,35.71674682851676,2023,05,20,Saturday,12,19,-1.0,-1.0,Phone,Zona Estudo
1e:53:6c:2c:97:a9,28076361,-53.0,0.3620924048725849,-95.5,42.80003114304239,2023,05,20,Saturday,12,21,-1.0,-1.0,Phone,Zona Estudo
1e:53:6c:2c:97:a9,28076364,-55.375,2.244292095815676,-93.0,32.46479068522276,2023,05,20,Saturday,12,24,-1.0,-1.0,Phone,Zona Estudo
1e:53:6c:2c:97:a9,28076367,-51.5,0.2695704743918486,-95.0,39.81071705534973,2023,05,20,Saturday,12,27,-1.0,-1.0,Phone,Zona Estudo
1e:53:6c:2c:97:a9,28076369,-54.25,0.41622390536789566,-96.0,44.6683592150963,2023,05,20,Saturday,12,29,-1.0,-1.0,Phone,Zona Estudo
